Content,cleaned_content,label,label_name
connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,connection from ip_addr at thu jul,0,Normal
connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,connection from ip_addr at thu jul,0,Normal
connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,connection from ip_addr at thu jul,0,Normal
connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,connection from ip_addr at thu jul,0,Normal
connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,connection from ip_addr at thu jul,0,Normal
connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,connection from ip_addr at thu jul,0,Normal
connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,connection from ip_addr at thu jul,0,Normal
connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,connection from ip_addr at thu jul,0,Normal
connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,connection from ip_addr at thu jul,0,Normal
connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,connection from ip_addr at thu jul,0,Normal
connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,connection from ip_addr at thu jul,0,Normal
connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,connection from ip_addr at thu jul,0,Normal
connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,connection from ip_addr at thu jul,0,Normal
connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,connection from ip_addr at thu jul,0,Normal
connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,connection from ip_addr at thu jul,0,Normal
connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,connection from ip_addr at thu jul,0,Normal
connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,connection from ip_addr at thu jul,0,Normal
connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,connection from ip_addr at thu jul,0,Normal
connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,connection from ip_addr at thu jul,0,Normal
connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,connection from ip_addr at thu jul,0,Normal
connection from 221.4.102.93 () at Thu Jul  7 23:09:47 2005,connection from ip_addr at thu jul,0,Normal
connection from 221.4.102.93 () at Thu Jul  7 23:09:50 2005,connection from ip_addr at thu jul,0,Normal
session opened for user cyrus by (uid=0),session opened for user cyrus by uid,0,Normal
session closed for user cyrus,session closed for user cyrus,0,Normal
ALERT exited abnormally with [1],alert exited abnormally with,0,Normal
session opened for user news by (uid=0),session opened for user news by uid,0,Normal
session closed for user news,session closed for user news,0,Normal
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=212.0.132.20  user=test,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user test,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=212.0.132.20  user=test,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user test,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=212.0.132.20  user=test,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user test,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=212.0.132.20  user=test,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user test,1,Anomaly
session opened for user cyrus by (uid=0),session opened for user cyrus by uid,0,Normal
session closed for user cyrus,session closed for user cyrus,0,Normal
ALERT exited abnormally with [1],alert exited abnormally with,0,Normal
session opened for user news by (uid=0),session opened for user news by uid,0,Normal
session closed for user news,session closed for user news,0,Normal
connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.167.68.59 () at Sat Jul  9 12:16:52 2005,connection from ip_addr at sat jul,0,Normal
connection from 211.167.68.59 () at Sat Jul  9 12:16:52 2005,connection from ip_addr at sat jul,0,Normal
connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from ip_addr at sat jul,0,Normal
connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from ip_addr at sat jul,0,Normal
connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from ip_addr at sat jul,0,Normal
connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from ip_addr at sat jul,0,Normal
connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from ip_addr at sat jul,0,Normal
connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from ip_addr at sat jul,0,Normal
connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from ip_addr at sat jul,0,Normal
connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from ip_addr at sat jul,0,Normal
connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from ip_addr at sat jul,0,Normal
connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from ip_addr at sat jul,0,Normal
connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from ip_addr at sat jul,0,Normal
connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from ip_addr at sat jul,0,Normal
connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from ip_addr at sat jul,0,Normal
connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from ip_addr at sat jul,0,Normal
connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from ip_addr at sat jul,0,Normal
connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from ip_addr at sat jul,0,Normal
connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from ip_addr at sat jul,0,Normal
connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from ip_addr at sat jul,0,Normal
connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,connection from ip_addr at sat jul,0,Normal
connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,connection from ip_addr at sat jul,0,Normal
connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,connection from ip_addr at sat jul,0,Normal
connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,connection from ip_addr at sat jul,0,Normal
connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,connection from ip_addr at sat jul,0,Normal
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,authentication failure logname uid euid tty nodevssh ruser rhost hostname info user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,authentication failure logname uid euid tty nodevssh ruser rhost hostname info user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,authentication failure logname uid euid tty nodevssh ruser rhost hostname info user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,authentication failure logname uid euid tty nodevssh ruser rhost hostname info user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,authentication failure logname uid euid tty nodevssh ruser rhost hostname info user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,authentication failure logname uid euid tty nodevssh ruser rhost hostname info user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,authentication failure logname uid euid tty nodevssh ruser rhost hostname info user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,authentication failure logname uid euid tty nodevssh ruser rhost hostname info user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,authentication failure logname uid euid tty nodevssh ruser rhost hostname info user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,authentication failure logname uid euid tty nodevssh ruser rhost hostname info user root,1,Anomaly
connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,connection from ip_addr hostip_addr hostname at sat jul,0,Normal
connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,connection from ip_addr hostip_addr hostname at sat jul,0,Normal
connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,connection from ip_addr hostip_addr hostname at sat jul,0,Normal
connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,connection from ip_addr hostip_addr hostname at sat jul,0,Normal
connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,connection from ip_addr hostip_addr hostname at sat jul,0,Normal
connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,connection from ip_addr hostip_addr hostname at sat jul,0,Normal
connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from ip_addr hostip_addr hostname at sat jul,0,Normal
connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from ip_addr hostip_addr hostname at sat jul,0,Normal
connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from ip_addr hostip_addr hostname at sat jul,0,Normal
connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from ip_addr hostip_addr hostname at sat jul,0,Normal
connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from ip_addr hostip_addr hostname at sat jul,0,Normal
connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from ip_addr hostip_addr hostname at sat jul,0,Normal
connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from ip_addr hostip_addr hostname at sat jul,0,Normal
connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from ip_addr hostip_addr hostname at sat jul,0,Normal
connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from ip_addr hostip_addr hostname at sat jul,0,Normal
connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from ip_addr hostip_addr hostname at sat jul,0,Normal
connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from ip_addr hostip_addr hostname at sat jul,0,Normal
connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from ip_addr hostip_addr hostname at sat jul,0,Normal
connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from ip_addr hostip_addr hostname at sat jul,0,Normal
connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from ip_addr hostip_addr hostname at sat jul,0,Normal
connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from ip_addr hostip_addr hostname at sat jul,0,Normal
connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from ip_addr hostip_addr hostname at sat jul,0,Normal
connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from ip_addr hostip_addr hostname at sat jul,0,Normal
connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from ip_addr at sun jul,0,Normal
connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from ip_addr at sun jul,0,Normal
connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from ip_addr at sun jul,0,Normal
connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from ip_addr at sun jul,0,Normal
connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from ip_addr at sun jul,0,Normal
connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from ip_addr at sun jul,0,Normal
connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from ip_addr at sun jul,0,Normal
connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from ip_addr at sun jul,0,Normal
connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from ip_addr at sun jul,0,Normal
connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from ip_addr at sun jul,0,Normal
connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from ip_addr at sun jul,0,Normal
connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from ip_addr at sun jul,0,Normal
connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from ip_addr at sun jul,0,Normal
connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from ip_addr at sun jul,0,Normal
connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from ip_addr at sun jul,0,Normal
connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from ip_addr at sun jul,0,Normal
connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from ip_addr at sun jul,0,Normal
connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from ip_addr at sun jul,0,Normal
connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from ip_addr at sun jul,0,Normal
connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from ip_addr at sun jul,0,Normal
connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from ip_addr at sun jul,0,Normal
connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from ip_addr at sun jul,0,Normal
connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from ip_addr at sun jul,0,Normal
session opened for user cyrus by (uid=0),session opened for user cyrus by uid,0,Normal
session closed for user cyrus,session closed for user cyrus,0,Normal
cupsd shutdown succeeded,cupsd shutdown succeeded,0,Normal
cupsd startup succeeded,cupsd startup succeeded,0,Normal
restart.,restart,0,Normal
ALERT exited abnormally with [1],alert exited abnormally with,0,Normal
session opened for user news by (uid=0),session opened for user news by uid,0,Normal
session closed for user news,session closed for user news,0,Normal
connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from ip_addr hostnamehostname at sun jul,0,Normal
connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from ip_addr hostnamehostname at sun jul,0,Normal
connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from ip_addr hostnamehostname at sun jul,0,Normal
connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from ip_addr hostnamehostname at sun jul,0,Normal
connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from ip_addr hostnamehostname at sun jul,0,Normal
connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from ip_addr hostnamehostname at sun jul,0,Normal
connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from ip_addr hostnamehostname at sun jul,0,Normal
connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from ip_addr hostnamehostname at sun jul,0,Normal
connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from ip_addr hostnamehostname at sun jul,0,Normal
connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from ip_addr hostnamehostname at sun jul,0,Normal
connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from ip_addr hostnamehostname at sun jul,0,Normal
connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from ip_addr hostnamehostname at sun jul,0,Normal
connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from ip_addr hostnamehostname at sun jul,0,Normal
connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from ip_addr hostnamehostname at sun jul,0,Normal
connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from ip_addr hostnamehostname at sun jul,0,Normal
connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from ip_addr hostnamehostname at sun jul,0,Normal
connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from ip_addr hostnamehostname at sun jul,0,Normal
connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from ip_addr hostnamehostname at sun jul,0,Normal
connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from ip_addr hostnamehostname at sun jul,0,Normal
connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from ip_addr hostnamehostname at sun jul,0,Normal
connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from ip_addr hostnamehostname at sun jul,0,Normal
connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from ip_addr hostnamehostname at sun jul,0,Normal
connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from ip_addr hostnamehostname at sun jul,0,Normal
connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from ip_addr at sun jul,0,Normal
connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from ip_addr at sun jul,0,Normal
connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from ip_addr at sun jul,0,Normal
connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from ip_addr at sun jul,0,Normal
connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from ip_addr at sun jul,0,Normal
connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from ip_addr at sun jul,0,Normal
connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from ip_addr at sun jul,0,Normal
connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from ip_addr at sun jul,0,Normal
connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from ip_addr at sun jul,0,Normal
connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from ip_addr at sun jul,0,Normal
connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from ip_addr at sun jul,0,Normal
connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from ip_addr at sun jul,0,Normal
connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from ip_addr at sun jul,0,Normal
connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from ip_addr at sun jul,0,Normal
connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from ip_addr at sun jul,0,Normal
connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from ip_addr at sun jul,0,Normal
connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from ip_addr at sun jul,0,Normal
connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from ip_addr at sun jul,0,Normal
connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from ip_addr at sun jul,0,Normal
connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from ip_addr at sun jul,0,Normal
connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from ip_addr at sun jul,0,Normal
connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from ip_addr at sun jul,0,Normal
connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from ip_addr at sun jul,0,Normal
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
