Content,cleaned_content,EventId,EventTemplate,source,label,label_name
Failed password for root from 183.62.140.253 port 45599 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 46008 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 46401 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 46822 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 47147 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 47547 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 47936 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 48337 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 48663 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 49096 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 49468 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 49883 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 50261 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 50655 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Invalid user sandeep from 88.147.143.242,invalid user sandeep from ip_addr,E13,Invalid user <*> from <*>,OpenSSH,1,Anomaly
input_userauth_request: invalid user sandeep [preauth],input_userauth_request invalid user sandeep preauth,E12,input_userauth_request: invalid user <*> [preauth],OpenSSH,1,Anomaly
pam_unix(sshd:auth): check pass; user unknown,pam_unix sshd auth check pass user unknown,E21,pam_unix(sshd:auth): check pass; user unknown,OpenSSH,1,Anomaly
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=88.147.143.242,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr,E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 50953 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for invalid user sandeep from 88.147.143.242 port 49316 ssh2,failed password for invalid user sandeep from ip_addr port port_num ssh,E10,Failed password for invalid user <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Connection closed by 88.147.143.242 [preauth],connection closed by ip_addr preauth,E2,Connection closed by <*> [preauth],OpenSSH,0,Normal
Failed password for root from 183.62.140.253 port 51395 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 51830 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 52182 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 52545 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 52850 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 53160 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 53630 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 54049 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 54395 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 54754 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 55072 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 55368 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 55784 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 56179 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 56571 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 57038 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 57303 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 57707 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 58118 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 58491 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 58824 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 59113 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 59422 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 59850 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
